time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.03456,0.035904,0.03509910000000001,0.0349915,0.000356276984942895,0.034496000000000006,0.035648000000000006,0.035244450000000004,0.035232,0.0003288025965530082,0.005536,0.0057599999999999995,0.0056145,0.0056005,6.433234023413089e-05,0.005665,0.006272000000000001,0.00599355,0.005984,0.00015636447006913063,32,8,4096,14336,128256,True,80,8
0.033023000000000004,0.033921,0.033420950000000005,0.033408,0.00026093245773571344,0.032928,0.033761000000000006,0.03314525,0.033088,0.00016912861230436487,0.0054399999999999995,0.0057599999999999995,0.0055712,0.005568,6.8558442222676e-05,0.004736,0.00528,0.0050415500000000005,0.005039999999999999,0.00014313995773368113,32,8,4096,14336,128256,True,72,8
0.03296,0.033504000000000006,0.03316465,0.0331205,0.00013708036876227035,0.032896,0.033280000000000004,0.0330702,0.0330555,9.806406069503793e-05,0.005408,0.005631000000000001,0.0054847,0.0054719999999999994,5.923942943682045e-05,0.003968,0.0045119999999999995,0.0041984,0.004144,0.00017833210591477924,32,8,4096,14336,128256,True,64,8
0.031297000000000005,0.031936,0.031605850000000005,0.031615500000000005,0.00015978212509539332,0.030751000000000004,0.031648,0.031089500000000003,0.031008000000000004,0.0002162185237207955,0.005344,0.005632,0.00547685,0.005503999999999999,7.176996237981466e-05,0.0036160000000000003,0.004032,0.0037998500000000004,0.0038079999999999998,9.800116070741192e-05,32,8,4096,14336,128256,True,56,8
0.03072,0.031328,0.030932800000000003,0.030880000000000005,0.00018252386145378336,0.031199000000000005,0.031872,0.031550100000000005,0.03158300000000001,0.0001800374683225667,0.005311,0.005536,0.005380749999999999,0.00536,6.89114467994977e-05,0.003264,0.003584,0.0034000000000000002,0.0033915,9.523129737644032e-05,32,8,4096,14336,128256,True,48,8
0.026688000000000003,0.027199,0.026958199999999998,0.026944999999999997,0.0001149219735298694,0.026688000000000003,0.027198,0.026890950000000004,0.0268795,0.00012446022456993948,0.005279999999999999,0.005536,0.00535525,0.005344,6.338365325539382e-05,0.002912,0.003264,0.0030447999999999994,0.00304,9.561255147730344e-05,32,8,4096,14336,128256,True,40,8
0.027037,0.027584000000000004,0.027324550000000003,0.027328000000000005,0.00013483822714646017,0.025439,0.025791,0.02562975,0.025631,7.030709423664185e-05,0.005279999999999999,0.005503999999999999,0.0053935499999999996,0.005391999999999999,6.028637905862309e-05,0.0026560000000000004,0.002816,0.0027151,0.00272,4.3175108569637444e-05,32,8,4096,14336,128256,True,32,8
0.025504,0.026176,0.025692399999999997,0.025663000000000005,0.0001380012318785601,0.025119999999999996,0.025374999999999998,0.025239499999999998,0.0252475,6.358891412817233e-05,0.005183999999999999,0.0054399999999999995,0.00530555,0.005312,7.551521369896278e-05,0.002304,0.00256,0.00238235,0.002368,6.190741070340451e-05,32,8,4096,14336,128256,True,24,8
0.025248000000000003,0.025665000000000004,0.0254593,0.0254565,0.0001014096149287632,0.023743000000000004,0.023934999999999998,0.02381415,0.023808500000000003,4.906554289926866e-05,0.005247999999999999,0.0054399999999999995,0.00534085,0.005344,5.2426400791967474e-05,0.00192,0.0021110000000000005,0.00196145,0.001952,4.518901968398968e-05,32,8,4096,14336,128256,True,16,8
0.021471,0.021952,0.0216847,0.021696,0.00010832825116284288,0.019936,0.020190000000000003,0.020068799999999998,0.02008,6.918858287318825e-05,0.005279999999999999,0.005408,0.0053392000000000005,0.005344,3.243701589234134e-05,0.001696,0.001824,0.0017503500000000001,0.0017439999999999999,4.414212840360103e-05,32,8,4096,14336,128256,True,8,8
0.019712,0.020095,0.0198367,0.019808,9.733503993937607e-05,0.018208,0.018496,0.01834075,0.018319499999999996,8.180395772821796e-05,0.00512,0.005344,0.00523035,0.005215999999999999,5.004525452028395e-05,0.001535,0.001632,0.0015679500000000002,0.0015680000000000002,2.86783454892363e-05,32,8,4096,14336,128256,True,4,8
0.019038999999999997,0.019328,0.01916285,0.019168,7.8503678257774e-05,0.017535000000000002,0.017696,0.01761425,0.017616,5.8562680095774076e-05,0.0051519999999999995,0.005344,0.005211199999999999,0.0052,4.9857396642825125e-05,0.001471,0.0015680000000000002,0.00151045,0.0015040000000000001,2.800263380469774e-05,32,8,4096,14336,128256,True,2,8
0.014783999999999997,0.016575,0.015011350000000001,0.014959999999999998,0.00036640350366774635,0.014719999999999997,0.015167999999999997,0.014900849999999998,0.014911999999999998,0.00010809175500471816,0.0030080000000000003,0.003104,0.0030575999999999997,0.00304,2.9459124223235065e-05,0.001312,0.0013759999999999998,0.0013440000000000001,0.0013440000000000001,2.2627416997969458e-05,32,8,4096,14336,128256,True,1,8
