time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
5.159152,5.219664000000001,5.204588600000001,5.208511,0.015898233308767495,5.169649,5.220816000000001,5.206755200000001,5.209551,0.011912761961862665,0.349148,0.383069,0.3766575,0.378749,0.007959477743545742,0.8074800000000001,0.821625,0.8107348,0.81028,0.0032543615902354815,32,8,4096,14336,128256,True,8192,4
5.192271999999999,5.3083670000000005,5.220680499999999,5.217824500000001,0.024281793649769987,5.187887999999999,5.30504,5.22093955,5.218016499999999,0.024818409359737382,0.36915,0.400925,0.38196315000000003,0.38268500000000005,0.00683379473846705,0.806553,0.814425,0.80954475,0.808745,0.0025700499970817566,32,8,4096,14336,128256,True,8192,4
5.147057000000001,5.21896,5.183387699999999,5.185855999999999,0.021037325640632196,5.145776,5.226671999999999,5.18305155,5.1835205,0.02209569022337827,0.365628,0.39020399999999994,0.37894220000000006,0.38055649999999996,0.007234372547774964,0.7974009999999999,0.807929,0.8016023500000001,0.8007770000000001,0.0029596657965891954,32,8,4096,14336,128256,True,8128,4
5.110674,5.197521,5.156136699999999,5.156976500000001,0.024777052651798515,5.111953,5.195536000000001,5.15391275,5.155665000000001,0.024849160842722644,0.36466899999999997,0.39132399999999995,0.38047955,0.3816765,0.0076154523271766425,0.791577,0.802841,0.79660865,0.7957525000000001,0.003105796810401486,32,8,4096,14336,128256,True,8064,4
5.071602,5.1516020000000005,5.1198742500000005,5.1293940000000005,0.023224888277179945,5.072530999999999,5.152819,5.11859895,5.129794,0.023716164817430115,0.36498900000000006,0.387837,0.37901084999999995,0.38196450000000004,0.006485929503741147,0.7854,0.7942640000000001,0.7888841,0.7882009999999999,0.00232731920672692,32,8,4096,14336,128256,True,8000,4
5.037491,5.124434,5.0919434,5.1002425,0.02514880521098362,5.038514999999999,5.1230579999999994,5.093236150000001,5.1017945000000005,0.02627546894400773,0.367068,0.38668399999999997,0.3805102,0.3824925,0.0060254966733041945,0.778745,0.786457,0.7821259,0.7813055,0.002177582923794167,32,8,4096,14336,128256,True,7936,4
4.987315999999999,5.089971,5.03070595,5.0101949999999995,0.034805947805619346,4.993044,5.090771000000001,5.030753949999999,5.01418,0.03412376323396216,0.35724500000000003,0.385053,0.3704930000000001,0.36702100000000004,0.009600155003956973,0.770201,0.780089,0.7755004,0.7761370000000001,0.002855469670649642,32,8,4096,14336,128256,True,7872,4
4.95778,5.054804,5.0109861,5.023315,0.03919344118714271,4.9495890000000005,5.051733,5.007610600000001,5.0288365,0.04205774379279033,0.35724500000000003,0.382173,0.3714497,0.37754849999999995,0.010407057711476386,0.761657,0.7718010000000001,0.7654364000000001,0.7644569999999999,0.0030613458216934616,32,8,4096,14336,128256,True,7808,4
4.914675,5.011924,4.968412150000001,4.97626,0.03434160058482256,4.908564,5.007028,4.96347485,4.9802765,0.03543335638529754,0.35199699999999995,0.37938900000000003,0.3680832,0.37212500000000004,0.009356611360957567,0.75289,0.7643139999999999,0.7573838500000001,0.7566010000000001,0.0031685601663058323,32,8,4096,14336,128256,True,7744,4
4.870678,4.956341,4.90327755,4.8896695,0.028685476291104184,4.870455,4.950614,4.897733950000001,4.8864225,0.027361882425145912,0.35033299999999995,0.37321299999999996,0.35966415000000007,0.35671700000000006,0.007361031111705751,0.755929,0.76329,0.76071195,0.7615455,0.0021509390152907783,32,8,4096,14336,128256,True,7680,4
